frame_id	timestamp	hands	fingers	tools	gestures	hand_label	hand_id	hand_pos	hand_pitch	hand_roll	hand_yaw	hand_arm_dir	hand_wrist_pos	hand_elbow_pos	Thumb_id	Thumb_length	Thumb_width	Thumb_1	Thumb_2	Thumb_3	Thumb_4	Thumb_5	Index_id	Index_length	Index_width	Index_1	Index_2	Index_3	Index_4	Index_5	Middle_id	Middle_length	Middle_width	Middle_1	Middle_2	Middle_3	Middle_4	Middle_5	Ring_id	Ring_length	Ring_width	Ring_1	Ring_2	Ring_3	Ring_4	Ring_5	Pinky_id	Pinky_length	Pinky_width	Pinky_1	Pinky_2	Pinky_3	Pinky_4	Pinky_5	time_s
564570	68062207	1	5	0	0	Left	186	(-14.3407, 220.956, 25.7887)	13.022428	32.501643	29.366645	(0.64476, 0.24753, -0.723197)	(-46.9758, 210.342, 66.4224)	(-216.225, 145.365, 256.261)	1860	50.668617	19.687469	(-23.6939, 214.951, 84.4836)	(-23.6939, 214.951, 84.4836)	(20.0868, 233.87, 75.5054)	(48.3868, 251.129, 75.3013)	(62.6188, 267.017, 83.2217)	1861	57.173882	18.805471	(-34.3013, 228.967, 69.5791)	(13.1466, 239.877, 17.1804)	(44.1832, 247.174, -9.80359)	(63.5769, 245.792, -23.0012)	(77.7048, 241.782, -30.7629)	1862	65.14505	18.469471	(-41.8123, 224.961, 61.1619)	(-2.81172, 230.788, 5.97225)	(24.8524, 232.028, -31.8319)	(43.9793, 227.899, -51.3623)	(57.6206, 222.75, -62.3711)	1863	62.638702	17.574873	(-49.0236, 218.278, 54.38)	(-20.6006, 218.762, 0.521837)	(3.76781, 213.025, -34.9771)	(22.0664, 204.443, -52.7777)	(35.4352, 196.375, -62.0594)	1864	49.107586	15.611376	(-54.2681, 205.869, 51.2213)	(-35.2293, 204.136, -1.81259)	(-25.0255, 187.043, -29.8389)	(-15.759, 175.279, -41.5578)	(-5.7342, 164.019, -48.8761)	68.062207
564573	68089487	1	5	0	0	Left	186	(-18.3715, 222.738, 29.6316)	9.31613	34.916406	29.751184	(0.635398, 0.286167, -0.717201)	(-51.4554, 214.448, 70.4427)	(-218.247, 139.33, 258.708)	1860	50.668617	19.687469	(-28.7461, 221.49, 88.4486)	(-28.7461, 221.49, 88.4486)	(16.0208, 236.977, 77.8973)	(45.3209, 252.309, 75.6103)	(60.8597, 267.994, 81.1107)	1861	57.173882	18.805471	(-39.5374, 233.746, 72.1876)	(8.58546, 241.876, 19.8995)	(39.7117, 248.439, -7.16958)	(59.0458, 247.959, -20.5174)	(73.3098, 245.284, -28.5986)	1862	65.14505	18.469471	(-46.7169, 228.743, 64.0187)	(-6.78934, 231.249, 9.2427)	(19.8946, 234.841, -29.1117)	(38.092, 233.72, -49.8945)	(51.199, 231.266, -62.3834)	1863	62.638702	17.574873	(-53.5342, 221.227, 57.7179)	(-24.0086, 218.125, 4.54448)	(0.173782, 210.619, -30.751)	(18.4058, 201.722, -48.4649)	(31.8477, 193.791, -57.7591)	1864	49.107586	15.611376	(-58.255, 208.401, 55.5617)	(-38.0421, 202.805, 3.23384)	(-21.6215, 182.259, -18.9022)	(-9.11058, 169.565, -25.5288)	(3.18645, 158.37, -27.6024)	68.089487
564578	68134487	1	5	0	0	Left	186	(-19.7014, 223.719, 29.8437)	7.867806	32.851947	30.357538	(0.618298, 0.311331, -0.721651)	(-53.3371, 216.85, 70.4671)	(-215.64, 135.125, 259.9)	1860	50.668617	19.687469	(-30.5155, 223.187, 88.5922)	(-30.5155, 223.187, 88.5922)	(14.9954, 236.184, 77.8643)	(45.0338, 249.993, 75.4512)	(61.229, 265.014, 80.9104)	1861	57.173882	18.805471	(-40.7529, 235.723, 72.1868)	(7.98464, 241.831, 20.1936)	(38.7318, 248.214, -7.34735)	(57.4443, 248.679, -21.554)	(71.2421, 247.226, -30.6882)	1862	65.14505	18.469471	(-48.0497, 230.929, 63.9959)	(-7.685, 231.693, 9.48905)	(18.6516, 235.741, -29.0596)	(36.0232, 235.685, -50.5666)	(48.3745, 234.326, -63.9602)	1863	62.638702	17.574873	(-55.0866, 223.623, 57.6899)	(-25.3273, 219.162, 4.74391)	(3.36692, 203.127, -23.6537)	(23.3619, 188.814, -34.6399)	(37.1421, 177.634, -38.5216)	1864	49.107586	15.611376	(-60.2455, 210.96, 55.5729)	(-39.8871, 204.342, 3.42105)	(-21.8357, 183.04, -16.6318)	(-8.82646, 170.06, -21.519)	(3.55236, 158.771, -21.8938)	68.134487
564583	68179742	1	5	0	0	Left	186	(-19.3719, 222.933, 28.2424)	8.752397	33.076585	31.000122	(0.613418, 0.299383, -0.730814)	(-53.4138, 215.407, 68.4084)	(-214.436, 136.819, 260.247)	1860	50.668617	19.687469	(-30.8428, 221.711, 86.8559)	(-30.8428, 221.711, 86.8559)	(14.5588, 235.161, 76.2241)	(44.4149, 249.409, 74.1218)	(60.0049, 264.815, 80.2318)	1861	57.173882	18.805471	(-40.9826, 234.347, 70.4668)	(8.29334, 241.336, 19.0956)	(37.646, 253.295, -8.10806)	(55.0654, 258.555, -22.9773)	(67.8566, 261.397, -33.1869)	1862	65.14505	18.469471	(-48.1528, 229.589, 62.1443)	(-7.18326, 231.203, 8.1093)	(19.0902, 233.699, -30.6137)	(36.253, 232.908, -52.2733)	(48.3887, 231.171, -65.8195)	1863	62.638702	17.574873	(-55.0668, 222.302, 55.6833)	(-24.6826, 218.6, 3.03446)	(6.51218, 198.016, -19.1029)	(26.9285, 181.219, -24.2406)	(40.2447, 168.876, -23.6903)	1864	49.107586	15.611376	(-60.1126, 209.626, 53.3764)	(-39.1224, 203.695, 1.39262)	(-19.0295, 183.386, -17.7279)	(-5.31, 170.92, -21.9657)	(7.41099, 160.013, -21.7967)	68.179742
564587	68215903	1	5	0	0	Left	186	(-19.6625, 221.966, 28.1233)	8.500141	33.087995	31.221567	(0.609906, 0.303199, -0.732178)	(-53.8718, 214.627, 68.1817)	(-213.972, 135.038, 260.378)	1860	50.668617	19.687469	(-31.3815, 221.032, 86.693)	(-31.3815, 221.032, 86.693)	(13.9177, 234.23, 75.3337)	(43.7557, 248.446, 72.7984)	(59.1682, 264.04, 78.8811)	1861	57.173882	18.805471	(-41.4562, 233.582, 70.1981)	(8.03475, 240.333, 19.002)	(37.314, 252.757, -8.07175)	(54.7071, 258.292, -22.8721)	(67.4919, 261.328, -33.0337)	1862	65.14505	18.469471	(-48.5894, 228.78, 61.8692)	(-7.39151, 230.139, 8.00096)	(18.6843, 231.454, -30.9133)	(35.7626, 229.896, -52.5981)	(47.8514, 227.623, -66.1067)	1863	62.638702	17.574873	(-55.4733, 221.458, 55.4154)	(-24.8647, 217.505, 2.91503)	(6.38311, 194.683, -16.8237)	(26.4488, 177.004, -20.015)	(39.365, 164.37, -18.1361)	1864	49.107586	15.611376	(-60.5048, 208.769, 53.1505)	(-39.292, 202.587, 1.28651)	(-17.8778, 182.603, -16.7096)	(-3.7376, 170.37, -20.172)	(9.14287, 159.682, -19.3333)	68.215903
564591	68252053	1	5	0	0	Left	186	(-19.7485, 221.239, 27.9658)	8.146888	32.318034	31.589113	(0.606602, 0.302101, -0.73537)	(-54.248, 214.295, 67.8453)	(-213.481, 134.993, 260.88)	1860	50.668617	19.687469	(-31.773, 220.403, 86.4751)	(-31.773, 220.403, 86.4751)	(13.4763, 233.281, 74.5623)	(43.3952, 247.245, 71.6185)	(58.8944, 262.788, 77.6126)	1861	57.173882	18.805471	(-41.6073, 233.092, 69.9408)	(8.22112, 239.266, 19)	(37.8307, 251.131, -7.96553)	(55.5268, 256.081, -22.613)	(68.5738, 258.54, -32.5958)	1862	65.14505	18.469471	(-48.7578, 228.386, 61.5719)	(-7.27541, 229.275, 7.91262)	(18.7627, 229.187, -31.0489)	(35.9738, 226.449, -52.5107)	(48.1965, 223.225, -65.7017)	1863	62.638702	17.574873	(-55.6999, 221.155, 55.0772)	(-24.8789, 216.864, 2.72785)	(6.29586, 193.321, -16.2665)	(26.0969, 175.238, -18.7669)	(38.7244, 162.401, -16.3752)	1864	49.107586	15.611376	(-60.8776, 208.532, 52.7759)	(-39.4827, 202.128, 1.01374)	(-17.9396, 181.987, -16.6502)	(-3.84684, 169.638, -19.8872)	(8.92619, 158.839, -18.8535)	68.252053
564594	68279121	1	5	0	0	Left	186	(-19.6959, 222.087, 28.0438)	7.153594	31.094519	31.947339	(0.60162, 0.315126, -0.733995)	(-54.5111, 216.068, 67.799)	(-212.436, 133.348, 260.472)	1860	50.668617	19.687469	(-31.9954, 221.793, 86.5011)	(-31.9954, 221.793, 86.5011)	(13.4409, 233.639, 74.2345)	(43.6088, 247.01, 71.0829)	(59.3513, 262.334, 77.0062)	1861	57.173882	18.805471	(-41.4861, 234.605, 69.8611)	(8.68741, 239.477, 19.1183)	(38.6904, 249.891, -8.01142)	(56.7143, 253.669, -22.6081)	(70.0217, 255.094, -32.4472)	1862	65.14505	18.469471	(-48.697, 230.01, 61.4826)	(-6.96702, 229.76, 8.00892)	(19.2641, 228.298, -30.7955)	(36.6482, 224.48, -51.9506)	(48.986, 220.416, -64.7981)	1863	62.638702	17.574873	(-55.7612, 222.895, 54.9914)	(-24.8052, 217.697, 2.80411)	(6.03374, 193.303, -15.6551)	(25.4426, 174.742, -17.6905)	(37.7302, 161.645, -14.9588)	1864	49.107586	15.611376	(-61.1939, 210.372, 52.7276)	(-39.7089, 203.264, 1.09476)	(-17.7278, 182.48, -15.2342)	(-3.66615, 169.881, -17.494)	(8.8978, 158.957, -15.5823)	68.279121
564595	68288150	1	5	0	0	Left	186	(-19.7079, 222.356, 28.078)	6.968909	30.869614	32.020077	(0.599652, 0.320784, -0.733154)	(-54.5848, 216.509, 67.8047)	(-211.993, 132.303, 260.257)	1860	50.668617	19.687469	(-32.0655, 222.164, 86.5235)	(-32.0655, 222.164, 86.5235)	(13.3921, 233.834, 74.167)	(43.5853, 247.145, 71.0034)	(59.3441, 262.449, 76.933)	1861	57.173882	18.805471	(-41.4906, 234.997, 69.8623)	(8.75085, 239.628, 19.1642)	(38.7574, 249.631, -8.11598)	(56.8044, 253.095, -22.7619)	(70.1321, 254.251, -32.6087)	1862	65.14505	18.469471	(-48.7109, 230.422, 61.4811)	(-6.93, 229.961, 8.04853)	(19.406, 228.267, -30.6753)	(36.8677, 224.246, -51.7288)	(49.2566, 220.019, -64.474)	1863	62.638702	17.574873	(-55.7961, 223.328, 54.9895)	(-24.8094, 217.963, 2.83745)	(5.94814, 193.4, -15.535)	(25.2782, 174.749, -17.4968)	(37.5024, 161.604, -14.7119)	1864	49.107586	15.611376	(-61.2747, 210.824, 52.732)	(-39.7668, 203.585, 1.12691)	(-17.6652, 182.713, -14.9244)	(-3.59971, 170.082, -16.9742)	(8.9246, 159.148, -14.8704)	68.28815
564596	68297206	1	5	0	0	Left	186	(-19.6604, 222.41, 28.1973)	6.891534	30.771584	32.046497	(0.599568, 0.323243, -0.732142)	(-54.5603, 216.634, 67.9143)	(-211.947, 131.783, 260.101)	1860	50.668617	19.687469	(-32.0377, 222.258, 86.6387)	(-32.0377, 222.258, 86.6387)	(13.4181, 233.736, 74.0977)	(43.6362, 246.969, 70.846)	(59.4362, 262.248, 76.7327)	1861	57.173882	18.805471	(-41.4356, 235.101, 69.9702)	(8.83041, 239.631, 19.2872)	(38.773, 249.404, -8.14573)	(56.7955, 252.699, -22.8609)	(70.1087, 253.71, -32.7433)	1862	65.14505	18.469471	(-48.6609, 230.535, 61.588)	(-6.86303, 229.986, 8.16954)	(19.5457, 228.198, -30.5006)	(37.0627, 224.082, -51.4895)	(49.4893, 219.773, -64.1702)	1863	62.638702	17.574873	(-55.7558, 223.451, 55.0965)	(-24.7609, 218.016, 2.95654)	(5.95938, 193.373, -15.3699)	(25.2515, 174.677, -17.2825)	(37.4426, 161.51, -14.4586)	1864	49.107586	15.611376	(-61.2547, 210.956, 52.8414)	(-39.742, 203.663, 1.24585)	(-17.1326, 182.587, -13.7997)	(-2.97381, 169.964, -15.1361)	(9.50574, 159.117, -12.4125)	68.297206
564599	68324326	1	5	0	0	Left	186	(-19.2623, 222.408, 25.0131)	10.874522	29.218621	32.968302	(0.587688, 0.29967, -0.751546)	(-54.6204, 214.13, 63.8728)	(-208.888, 135.467, 261.153)	1860	50.668617	19.687469	(-32.1708, 217.814, 83.1585)	(-32.1708, 217.814, 83.1585)	(13.111, 231.109, 71.8426)	(43.0742, 245.173, 70.0464)	(58.4816, 260.163, 77.506)	1861	57.173882	18.805471	(-41.1829, 232.123, 67.502)	(9.61528, 239.749, 17.7291)	(39.5369, 251.408, -8.98052)	(57.5058, 255.739, -23.4913)	(70.7634, 257.456, -33.3511)	1862	65.14505	18.469471	(-48.4131, 228.379, 58.7262)	(-6.14849, 231.322, 5.75509)	(22.1241, 230.28, -31.6023)	(40.8648, 225.713, -51.4078)	(54.0417, 220.7, -63.0278)	1863	62.638702	17.574873	(-55.5759, 221.972, 51.6339)	(-24.212, 220.145, -0.536639)	(6.63508, 195.711, -18.9315)	(25.5183, 176.633, -21.1177)	(37.2734, 163.009, -18.6328)	1864	49.107586	15.611376	(-61.2794, 209.802, 48.3427)	(-39.4342, 206.259, -3.50621)	(-18.8968, 186.611, -22.8445)	(-5.46048, 173.942, -27.3765)	(6.77477, 162.493, -27.6168)	68.324326
564600	68333345	1	5	0	0	Left	186	(-18.7368, 223.111, 23.8964)	12.655197	28.01689	33.026543	(0.586416, 0.291546, -0.755723)	(-54.0323, 213.81, 62.5813)	(-207.966, 137.279, 260.958)	1860	50.668617	19.687469	(-31.4107, 216.225, 81.8669)	(-31.4107, 216.225, 81.8669)	(13.6715, 230.542, 71.0113)	(43.4841, 244.986, 69.8262)	(58.781, 259.704, 78.019)	1861	57.173882	18.805471	(-40.2341, 231.371, 66.906)	(10.4259, 240.206, 17.1923)	(40.3373, 252.581, -9.20494)	(58.2542, 257.306, -23.6571)	(71.4516, 259.293, -33.5468)	1862	65.14505	18.469471	(-47.5826, 228.151, 58.0213)	(-5.56135, 232.608, 4.96245)	(23.5043, 231.065, -31.7636)	(42.6763, 225.64, -50.9293)	(56.0357, 219.83, -61.9548)	1863	62.638702	17.574873	(-54.9052, 222.195, 50.702)	(-23.8692, 222.059, -1.6959)	(6.56521, 197.617, -20.7545)	(25.0483, 178.227, -23.5451)	(36.5081, 164.276, -21.546)	1864	49.107586	15.611376	(-60.8579, 210.291, 46.9199)	(-39.3697, 208.605, -5.17131)	(-20.9349, 190.206, -27.6081)	(-8.34919, 177.746, -34.5318)	(3.44741, 166.115, -37.0595)	68.333345
564603	68360507	1	5	0	0	Left	186	(-16.7535, 225.3, 22.9964)	14.999888	24.238598	33.22315	(0.596467, 0.28585, -0.750011)	(-52.0203, 215.066, 61.4713)	(-208.593, 140.03, 258.349)	1860	50.668617	19.687469	(-29.0148, 214.416, 80.4404)	(-29.0148, 214.416, 80.4404)	(15.7056, 230.528, 70.657)	(45.2946, 245.471, 70.7846)	(60.5592, 259.357, 80.3712)	1861	57.173882	18.805471	(-37.0475, 231.29, 66.9563)	(13.3609, 241.005, 17.1509)	(44.4654, 251.007, -8.87042)	(62.9354, 253.76, -23.1351)	(76.3882, 254.023, -32.8757)	1862	65.14505	18.469471	(-44.7169, 229.298, 57.9829)	(-3.26111, 235.488, 4.65383)	(27.0043, 231.744, -30.9268)	(46.5022, 223.687, -48.7942)	(59.6874, 215.651, -58.5598)	1863	62.638702	17.574873	(-52.516, 224.453, 50.3434)	(-22.3105, 226.719, -2.48929)	(6.46551, 201.412, -22.9439)	(23.532, 180.963, -26.9352)	(33.9634, 166.129, -25.881)	1864	49.107586	15.611376	(-59.2847, 213.309, 45.7106)	(-38.7022, 214.617, -6.75581)	(-26.1025, 199.872, -35.1392)	(-16.5317, 188.777, -47.2585)	(-6.87364, 177.627, -55.2107)	68.360507
564608	68405625	1	5	0	0	Left	186	(-16.1715, 225.433, 23.1389)	17.88537	23.932175	32.67624	(0.608013, 0.267596, -0.747471)	(-50.7938, 213.201, 61.6158)	(-210.397, 142.957, 257.827)	1860	50.668617	19.687469	(-27.4521, 211.362, 80.0897)	(-27.4521, 211.362, 80.0897)	(15.601, 231.938, 71.2399)	(44.0249, 248.982, 71.8809)	(59.0257, 263.017, 81.6643)	1861	57.173882	18.805471	(-35.6286, 229.015, 67.7347)	(13.9239, 241.297, 17.6385)	(45.6764, 245.847, -9.11454)	(64.3327, 243.685, -23.2378)	(77.5643, 239.605, -32.4144)	1862	65.14505	18.469471	(-43.4713, 227.572, 58.8059)	(-2.95441, 236.58, 5.15761)	(28.1954, 232.771, -29.6444)	(48.0251, 223.779, -46.6811)	(61.1808, 214.82, -55.6506)	1863	62.638702	17.574873	(-51.4361, 223.207, 51.0491)	(-22.1817, 228.324, -2.11846)	(5.91035, 205.762, -26.3819)	(23.2305, 186.773, -34.4298)	(34.2763, 172.525, -36.6528)	1864	49.107586	15.611376	(-58.3533, 212.378, 45.9177)	(-38.7192, 216.563, -6.76112)	(-28.9842, 204.76, -37.5456)	(-21.2305, 195.493, -52.2288)	(-13.0977, 185.834, -63.2462)	68.405625
564612	68441920	1	5	0	0	Left	186	(-16.019, 225.59, 24.3588)	20.381812	25.217229	31.269989	(0.626912, 0.246326, -0.739125)	(-49.3948, 211.207, 63.1915)	(-213.959, 146.546, 257.211)	1860	50.668617	19.687469	(-25.5672, 209.262, 81.0231)	(-25.5672, 209.262, 81.0231)	(16.4673, 231.831, 72.1354)	(44.288, 249.844, 72.7115)	(59.3408, 263.988, 82.2552)	1861	57.173882	18.805471	(-34.4406, 227.144, 69.5077)	(13.568, 242.335, 18.7106)	(43.9811, 249.419, -9.02945)	(62.1189, 248.591, -23.9471)	(75.1095, 245.352, -33.7798)	1862	65.14505	18.469471	(-42.4678, 225.835, 60.7235)	(-3.50446, 237.669, 6.47681)	(28.5092, 231.766, -27.2318)	(48.5322, 221.166, -43.0762)	(61.576, 211.159, -51.0455)	1863	62.638702	17.574873	(-50.5226, 221.562, 53.0085)	(-22.7164, 229.23, -0.627502)	(4.82021, 209.5, -27.8193)	(22.4083, 192.367, -38.886)	(34.0051, 179.197, -43.5773)	1864	49.107586	15.611376	(-57.3206, 210.762, 47.6596)	(-39.0963, 217.258, -5.29082)	(-29.9544, 206.811, -36.74)	(-22.5146, 198.388, -52.079)	(-14.6194, 189.483, -63.8777)	68.44192
564615	68468915	1	5	0	1	Left	186	(-16.646, 225.925, 26.3219)	22.000326	27.574717	29.659755	(0.646022, 0.229419, -0.728026)	(-48.6875, 209.765, 65.5775)	(-218.268, 149.543, 256.684)	1860	50.668617	19.687469	(-24.4837, 208.652, 82.9684)	(-24.4837, 208.652, 82.9684)	(17.1844, 231.594, 73.3413)	(44.83, 249.884, 73.3904)	(60.0053, 264.224, 82.4348)	1861	57.173882	18.805471	(-34.3053, 226.256, 71.7998)	(12.1055, 243.958, 20.3351)	(40.3846, 256.05, -7.92646)	(57.6362, 258.986, -23.6098)	(70.3263, 258.807, -34.3268)	1862	65.14505	18.469471	(-42.4264, 224.696, 63.1438)	(-4.97221, 238.697, 8.35283)	(27.0357, 233.066, -25.4078)	(47.1931, 223.252, -41.5843)	(60.5024, 214.01, -50.0251)	1863	62.638702	17.574873	(-50.4315, 220.163, 55.526)	(-23.9367, 229.525, 1.49642)	(3.83299, 211.103, -26.3669)	(21.8802, 194.758, -37.8779)	(33.9054, 182.091, -42.8682)	1864	49.107586	15.611376	(-56.8644, 209.139, 50.1827)	(-39.8801, 216.919, -3.00638)	(-30.497, 206.797, -34.4908)	(-22.923, 198.784, -49.9831)	(-14.8991, 190.364, -62.0473)	68.468915
564619	68505070	1	5	0	0	Left	186	(-17.4578, 225.536, 27.6401)	20.614454	27.791845	29.43453	(0.64532, 0.237057, -0.726199)	(-49.5025, 210.286, 67.2554)	(-218.899, 148.058, 257.882)	1860	50.668617	19.687469	(-25.3288, 209.754, 84.7153)	(-25.3288, 209.754, 84.7153)	(17.2448, 230.476, 74.0693)	(45.6245, 247.583, 73.2085)	(61.3097, 261.745, 81.6424)	1861	57.173882	18.805471	(-35.2096, 227.005, 73.0595)	(11.2216, 243.537, 21.2251)	(37.4116, 259.333, -7.2213)	(53.5471, 265.209, -23.2624)	(65.6064, 267.52, -34.4499)	1862	65.14505	18.469471	(-43.306, 225.175, 64.4332)	(-5.80744, 237.876, 9.35645)	(25.2357, 234.034, -25.5371)	(44.9878, 226.589, -43.3906)	(58.3424, 219.333, -53.5293)	1863	62.638702	17.574873	(-51.2746, 220.402, 56.9249)	(-24.7153, 228.434, 2.71325)	(3.76507, 206.704, -21.8552)	(21.7965, 188.563, -30.2874)	(33.5543, 174.969, -32.9206)	1864	49.107586	15.611376	(-57.6455, 209.208, 51.8676)	(-40.591, 215.637, -1.47931)	(-29.5068, 203.143, -31.5261)	(-21.3366, 194.237, -46.2068)	(-13.0065, 185.3, -57.6768)	68.50507
564623	68541256	1	5	0	0	Left	186	(-17.6519, 225.238, 28.3693)	18.039865	26.881431	29.415064	(0.640521, 0.258928, -0.722973)	(-49.963, 211.971, 68.4789)	(-218.099, 144.002, 258.259)	1860	50.668617	19.687469	(-25.8179, 211.733, 85.9849)	(-25.8179, 211.733, 85.9849)	(16.7235, 232.384, 75.0752)	(44.9742, 249.702, 74.187)	(60.2445, 264.213, 82.7877)	1861	57.173882	18.805471	(-35.4259, 228.68, 73.6731)	(11.3019, 242.552, 21.3276)	(36.9619, 258.107, -7.72822)	(52.8623, 263.78, -24.0741)	(64.7936, 265.883, -35.4384)	1862	65.14505	18.469471	(-43.5401, 226.649, 65.1089)	(-5.79839, 236.705, 9.65315)	(25.0601, 230.925, -25.1369)	(44.6152, 222.497, -42.7688)	(57.8116, 214.683, -52.6977)	1863	62.638702	17.574873	(-51.5721, 221.717, 57.7726)	(-24.8396, 227.304, 3.33963)	(4.04413, 201.192, -15.9168)	(21.4845, 181.151, -20.3354)	(32.5392, 166.737, -20.2527)	1864	49.107586	15.611376	(-58.1057, 210.438, 53.1296)	(-40.9018, 214.599, -0.394093)	(-29.2305, 200.331, -29.4111)	(-20.9714, 190.681, -43.5624)	(-12.698, 181.231, -54.6559)	68.541256
564628	68586437	1	5	0	0	Left	186	(-17.9014, 224.389, 30.2446)	12.957533	25.445959	30.41403	(0.634206, 0.291133, -0.716257)	(-51.3649, 215.105, 70.5287)	(-217.844, 138.683, 258.546)	1860	50.668617	19.687469	(-27.5997, 215.66, 88.5402)	(-27.5997, 215.66, 88.5402)	(16.0106, 233.075, 76.2883)	(45.1295, 248.75, 74.0059)	(60.9881, 263.26, 81.4687)	1861	57.173882	18.805471	(-36.5095, 231.814, 74.7283)	(11.6304, 240.388, 22.5269)	(35.5071, 256.959, -7.47261)	(50.5969, 263.23, -24.3596)	(62.1001, 265.689, -36.0879)	1862	65.14505	18.469471	(-44.4955, 229.313, 66.168)	(-5.37153, 234.057, 10.962)	(25.5901, 223.15, -22.4806)	(44.9697, 211.809, -38.6094)	(57.9104, 202.216, -47.2296)	1863	62.638702	17.574873	(-52.4998, 224.015, 59.0601)	(-24.5159, 224.653, 4.97417)	(3.57792, 192.067, -1.00844)	(18.0417, 170.146, 4.96151)	(26.2408, 155.59, 12.093)	1864	49.107586	15.611376	(-59.2266, 212.567, 55.1662)	(-40.8219, 212.086, 1.88296)	(-28.3822, 195.338, -25.4395)	(-19.9724, 184.587, -38.6787)	(-11.7191, 174.323, -49.0403)	68.586437
564632	68622667	1	5	0	0	Left	186	(-18.7705, 224.816, 31.6028)	9.029613	25.316868	31.106389	(0.624275, 0.32425, -0.710734)	(-52.9634, 218.408, 71.8343)	(-216.835, 133.292, 258.402)	1860	50.668617	19.687469	(-29.512, 220.132, 90.18)	(-29.512, 220.132, 90.18)	(15.3227, 232.597, 76.4062)	(45.6427, 245.371, 72.3644)	(62.6048, 259.308, 78.3446)	1861	57.173882	18.805471	(-38.1175, 235.325, 75.1397)	(10.9533, 240.169, 23.3271)	(34.7996, 255.309, -7.44268)	(50.0169, 260.572, -24.5579)	(61.6749, 262.181, -36.2809)	1862	65.14505	18.469471	(-45.9638, 232.264, 66.6319)	(-5.87042, 233.106, 11.9263)	(25.2249, 218.681, -20.0269)	(44.5689, 205.5, -34.7369)	(57.4157, 194.863, -42.1942)	1863	62.638702	17.574873	(-53.8644, 226.513, 59.7642)	(-24.9449, 223.366, 6.26136)	(2.13996, 189.436, 7.71334)	(14.2733, 168.47, 19.4839)	(20.3747, 155.32, 30.4297)	1864	49.107586	15.611376	(-60.5676, 214.844, 56.5461)	(-41.2441, 210.661, 3.75236)	(-27.7448, 192.393, -22.0508)	(-18.9566, 181.047, -34.5256)	(-10.4844, 170.393, -44.3009)	68.622667
564637	68667776	1	5	0	0	Left	186	(-18.9166, 224.305, 31.8983)	7.172008	24.71288	31.980739	(0.613302, 0.34126, -0.712321)	(-53.8065, 219.356, 71.7355)	(-214.798, 129.775, 258.72)	1860	50.668617	19.687469	(-30.6316, 221.354, 90.4019)	(-30.6316, 221.354, 90.4019)	(14.4442, 233.8, 77.421)	(44.718, 246.897, 74.1331)	(61.1129, 261.252, 80.6792)	1861	57.173882	18.805471	(-38.8396, 236.209, 74.8117)	(11.0924, 239.125, 23.682)	(34.9652, 253.85, -7.26775)	(50.4092, 258.47, -24.3658)	(62.3011, 259.341, -35.9307)	1862	65.14505	18.469471	(-46.5817, 232.992, 66.2664)	(-5.62141, 231.916, 12.2109)	(25.3158, 213.693, -17.9021)	(44.3163, 198.096, -30.5525)	(56.7297, 185.947, -36.2183)	1863	62.638702	17.574873	(-54.4321, 227.132, 59.4335)	(-24.7042, 222.213, 6.51041)	(1.84244, 188, 9.92026)	(13.1542, 167.417, 23.1013)	(18.5567, 154.747, 34.9436)	1864	49.107586	15.611376	(-61.2045, 215.445, 56.431)	(-41.0928, 209.607, 4.09062)	(-26.7727, 191.458, -21.3517)	(-17.749, 180.325, -33.8506)	(-9.18242, 169.92, -43.8097)	68.667776
564640	68694911	1	5	0	0	Left	186	(-18.8361, 224.341, 31.8632)	6.707365	24.540086	32.203523	(0.610583, 0.345858, -0.71244)	(-53.8989, 219.757, 71.5922)	(-214.177, 128.969, 258.607)	1860	50.668617	19.687469	(-30.793, 221.812, 90.3377)	(-30.793, 221.812, 90.3377)	(14.3415, 234.081, 77.3915)	(44.6522, 247.088, 74.0902)	(61.0654, 261.449, 80.5788)	1861	57.173882	18.805471	(-38.8957, 236.587, 74.6167)	(11.2482, 239.02, 23.6694)	(34.9536, 253.794, -7.38584)	(50.4414, 258.185, -24.5046)	(62.4107, 258.717, -36.0101)	1862	65.14505	18.469471	(-46.6129, 233.336, 66.0618)	(-5.44051, 231.784, 12.1793)	(25.6172, 211.301, -16.3139)	(44.4138, 194.029, -26.9295)	(56.4351, 180.821, -30.779)	1863	62.638702	17.574873	(-54.4529, 227.453, 59.2365)	(-24.5284, 222.098, 6.46675)	(1.91796, 187.838, 10.1744)	(13.1096, 167.313, 23.5475)	(18.413, 154.715, 35.5105)	1864	49.107586	15.611376	(-61.2471, 215.766, 56.2843)	(-40.9437, 209.523, 4.06481)	(-26.6692, 192.046, -21.8689)	(-17.7526, 181.336, -34.8063)	(-9.31504, 171.314, -45.2567)	68.694911
